,MoviesN,AvgPop,AvgIMDB,Score
Stan Lee,8,0.2579236352916147,0.7623456790123455,0.6069296063761878
Gino Corrado,6,0.027834336639313978,0.8497942386831273,0.574598684100583
Joseph Oliveira,5,0.16321123235932644,0.8617283950617285,0.5744322896332376
Andy Serkis,10,0.11757549031300057,0.7666666666666666,0.5714182477656407
Philip Ettington,15,0.05337865411670437,0.7728395061728396,0.556997828243062
Ian Holm,9,0.059085520045894714,0.7722908093278463,0.5569486847785745
Bess Flowers,9,0.027334866584596332,0.7777777777777777,0.5512784218317586
Jed Brophy,6,0.06392809665188955,0.7921810699588475,0.5464967089551953
Hugo Weaving,13,0.04854729016267591,0.7549857549857549,0.543029562034856
Michael Kelly,6,0.12760219800305939,0.7592592592592592,0.5427406738475318
Ian McKellen,14,0.1108339281600073,0.7248677248677245,0.5406485561049926
Helena Bonham Carter,9,0.06254090267604946,0.7462277091906719,0.5397836772713199
Scarlett Johansson,14,0.06019449166958405,0.7451499118165782,0.5396542726282884
Tom Hardy,8,0.05557314509053621,0.7515432098765431,0.5391196309412921
Daniel Day-Lewis,7,0.03324890426167569,0.7689594356261021,0.5383854035818044
Orlando Bloom,9,0.07686103719436262,0.736625514403292,0.5373641786132133
Mark Margolis,9,0.03637879991831323,0.7517146776406033,0.5357858340216083
Christian Bale,19,0.05915047731529572,0.7387914230019491,0.5348990791009918
Cate Blanchett,17,0.04537754586278323,0.7429193899782134,0.5336563929929674
John Ratzenberger,13,0.04919301284122044,0.7407407407407405,0.5332522127578795
Edward Norton,11,0.059399333728340165,0.7340067340067338,0.5314462335731124
John Wayne,9,0.024677558402478008,0.7503429355281206,0.5313262961772584
Barbara Hershey,8,0.03276408353829932,0.7499999999999999,0.5312496927882023
Gregg Henry,6,0.15918349476771634,0.728395061728395,0.5311854264952589
Cillian Murphy,11,0.07884588337634829,0.7239057239057237,0.530209906138458
Michael Rooker,9,0.11190431258622213,0.7105624142661179,0.5296521074479367
Gregory Peck,6,0.021513715167191357,0.7839506172839504,0.5288877748438449
Jake Gyllenhaal,8,0.04249135926514151,0.7422839506172839,0.5287832596342221
Leonardo DiCaprio,9,0.038300697268272885,0.7407407407407405,0.5286982158456731
Sean Astin,6,0.05574897463509443,0.7674897119341563,0.5276950987838971
Enzo Cilenti,6,0.06922540599405237,0.7613168724279833,0.5274302276924042
Marcia Gay Harden,8,0.03761909748128747,0.7407407407407406,0.5262583469135746
Burt Lancaster,8,0.023087751517435764,0.7469135802469135,0.5262201878922037
Viggo Mortensen,11,0.04564504185096594,0.7317620650953983,0.5257505884480466
Peter Mullan,6,0.03926327226605511,0.7716049382716048,0.5257279834166747
Chris Mulkey,7,0.06962036571020483,0.7336860670194003,0.5248533325186808
Elijah Wood,13,0.05078859390714126,0.7274453941120607,0.5244245452130665
Ajith Kumar,7,0.001698586206994336,0.7619047619047619,0.5242410985438687
Emily Watson,10,0.035349283276930044,0.7333333333333333,0.5234607838679282
Powers Boothe,7,0.07201221451195411,0.73015873015873,0.5231332556632806
Alan Tudyk,9,0.057330704784123825,0.7242798353909463,0.5228989592754192
Tom Lister Jr.,8,0.09706727271681634,0.7098765432098765,0.522513096511337
Flea,6,0.17121936037140773,0.707818930041152,0.5209047392729044
Domhnall Gleeson,7,0.03887903785909501,0.7407407407407404,0.5206462609715227
Lois Smith,8,0.04235547181406898,0.7299382716049381,0.5201586303850262
Emma Watson,7,0.22960306912192718,0.657848324514991,0.5198533025327658
Emma Thompson,10,0.1295502347255513,0.6876543209876542,0.5197491452368694
Chris Cooper,15,0.0424463059170075,0.7242798353909463,0.5197265832382716
Al Pacino,12,0.04937192417130859,0.7201646090534979,0.5188627708359443
Maggie Gyllenhaal,9,0.07171144318019539,0.7119341563786006,0.5185819063898355
Jeremy Renner,10,0.07866311572920723,0.7074074074074073,0.5183114810118726
Toby Jones,11,0.0495965204685395,0.7194163860830527,0.518296557273563
Eddie Marsan,12,0.03949227772151579,0.7232510288065842,0.5180594698633825
Christopher Lee,13,0.04885236313045687,0.7188983855650519,0.5178610679785604
Bert Stevens,5,0.04101314593564387,0.8222222222222222,0.5177849292769087
Aaron Taylor-Johnson,7,0.06463944349867183,0.7248677248677247,0.5173241187102786
Meryl Streep,16,0.028889912391133643,0.7260802469135802,0.5169219781428978
Alfred Hitchcock,5,0.03543049138233537,0.822222222222222,0.5163097735315343
Ving Rhames,6,0.12603425224041315,0.7201646090534977,0.5162242118795771
Zach Grenier,8,0.06152860487480623,0.7160493827160492,0.5162149205886132
Elliott Gould,7,0.027560342400427852,0.7389770723104055,0.5160993637600771
Josh Brolin,11,0.057277067128813114,0.7126823793490459,0.5158877246311687
Richard Dreyfuss,8,0.03402080388647588,0.7268518518518516,0.5155289308496787
Tom Wilkinson,15,0.03743769283485852,0.7201646090534978,0.5153433678088193
Hal Holbrook,10,0.03704127923369777,0.7209876543209874,0.5153338181797621
Don Cheadle,10,0.03966474632466074,0.7197530864197529,0.5152567310705315
Peter Ustinov,7,0.032308551172007684,0.7354497354497352,0.5150734803000772
F. Murray Abraham,9,0.034043018984054284,0.7229080932784636,0.514972082818931
Dustin Hoffman,13,0.03569912409707439,0.7198480531813862,0.5145800125596652
Ryan Gosling,12,0.036273445183820426,0.7191358024691356,0.5142136362794291
Kevin Spacey,14,0.08639439958740414,0.6975308641975306,0.5141813371116484
Noah Emmerich,8,0.03187696027742703,0.7253086419753086,0.5138170653126419
Helen McCrory,6,0.04035202720783393,0.7530864197530862,0.5136909362275953
Emile Hirsch,8,0.034124615993158885,0.7237654320987653,0.5134138320779448
Jeff Goldblum,8,0.10559114514196122,0.6929012345679011,0.5132499567343601
Michael Gambon,10,0.03829523190306023,0.7172839506172838,0.5131194306480331
Orson Welles,7,0.024814153824637135,0.7354497354497354,0.5128655998371349
Luke Evans,7,0.18512718286764787,0.6666666666666665,0.5128123359637604
Kurt Russell,15,0.07964956922265641,0.6979423868312756,0.5124513929385109
Adrien Brody,9,0.03305586328429864,0.718792866941015,0.5118031327147586
Whit Bissell,6,0.02892008146239894,0.7551440329218106,0.5117960238539688
Jennifer Jason Leigh,8,0.038979003746748356,0.7191358024691357,0.5116413505498739
Kristen Wiig,10,0.04109542104341581,0.71358024691358,0.511368491447427
Christopher Fairbank,9,0.06939820061602812,0.7023319615912208,0.5111847330289888
Joel Edgerton,10,0.03759697511060499,0.7148148148148147,0.511183324049259
Dennis Franz,7,0.0313727943237157,0.7301587301587299,0.511160714350082
Bill Murray,22,0.031762491953389094,0.7166105499438831,0.5111561296828311
Michael Bowen,7,0.046969428761427096,0.7231040564373895,0.510906096563884
Ewen Bremner,9,0.03934714364185916,0.7146776406035664,0.5108123143789196
Josh Gad,8,0.1535813028440755,0.6682098765432097,0.5103823750411747
Wayne Knight,8,0.041719385663831404,0.7160493827160492,0.5103119288706524
Hugh Grant,10,0.03431514702008032,0.7148148148148147,0.5101996725961222
Amy Ryan,9,0.030429009442340067,0.7174211248285319,0.5100591799102433
Walter Gotell,7,0.035063486630867155,0.7266313932980599,0.5098232821647042
J.T. Walsh,8,0.025647343112236546,0.7222222222222222,0.509814654368733
Prakash Raj,7,0.006079799377813738,0.7389770723104054,0.5097711069203643
Eli Wallach,6,0.04039263363938906,0.7469135802469136,0.5095864793765946
Zeljko Ivanek,8,0.03552198439839931,0.7175925925925926,0.5095381689578853
Rhoda Griffis,6,0.13608115754840797,0.7057613168724279,0.5094911960639608
Chris Evans,9,0.08292562490193665,0.6941015089163235,0.5094858545410831
Bruno Ganz,7,0.03340561858689617,0.7266313932980597,0.5093348673803312
Albert Finney,8,0.027473782672665543,0.720679012345679,0.5092859020285254
Geoffrey Rush,13,0.05551073746908793,0.7037037037037035,0.5092226951587252
Keith Szarabajka,5,0.11230163842895673,0.7777777777777777,0.5092195622820641
Tony Curtis,9,0.020305195833800468,0.7201646090534979,0.508945235976109
Benicio del Toro,12,0.04734937621927648,0.7067901234567897,0.5088950966413585
Karen Gillan,5,0.24292242708984849,0.7209876543209874,0.5087202826156474
Ed Harris,20,0.039595669844695223,0.7092592592592591,0.5083601613890958
Keira Knightley,10,0.05678522435731698,0.7024691358024691,0.5083004523533392
Chris Pratt,5,0.18813552062157704,0.7432098765432098,0.5079447263566931
Natalie Portman,11,0.03849356601180771,0.7093153759820426,0.5078984520415427
Vernon Dobtcheff,6,0.03444816676449321,0.7469135802469135,0.5078877157737609
Nicky Katt,7,0.08545278852407667,0.7019400352733686,0.5076951011110515
Xander Berkeley,9,0.04149011297427247,0.7091906721536351,0.5076222346806873
Robert Redford,14,0.029287374626935966,0.7125220458553791,0.507543167652722
Vincent Schiavelli,6,0.04280904587501887,0.7427983539094648,0.5075329822146638
Alan Rickman,9,0.04110861388848327,0.7091906721536348,0.5075080679459925
Thelma Ritter,5,0.03667075334955367,0.8074074074074072,0.5075033073467596
R. Lee Ermey,7,0.034330152887807566,0.7231040564373896,0.5071825136026876
Kevin Kline,9,0.1294654332377695,0.6707818930041152,0.507129905716564
Johnny Depp,16,0.05183457049269672,0.7021604938271603,0.5070615707006417
Paul Bettany,8,0.08417662304619423,0.6929012345679012,0.5068685973668307
Brian Cox,18,0.03740357011077835,0.707818930041152,0.5066941670631184
Joe Lo Truglio,8,0.03654248208478659,0.7129629629629628,0.5066232183060576
Daniel Kash,6,0.03955554040207188,0.742798353909465,0.5066032206741625
Dianne Wiest,8,0.02553637965282396,0.7175925925925924,0.5065625371833979
Marton Csokas,8,0.0615119849639628,0.7021604938271604,0.5065528151474997
Jared Leto,6,0.053754961888822235,0.736625514403292,0.5065449600895746
Mia Farrow,6,0.029472729507097433,0.7469135802469135,0.5064658739334538
James Caan,12,0.03607605148662046,0.707818930041152,0.5062335922863463
Rance Howard,12,0.02837572981076201,0.7109053497942384,0.506084008070908
Rutger Hauer,8,0.03414428025496351,0.7129629629629628,0.5059085729993108
Rade Serbedzija,7,0.04228137296316423,0.7178130511463844,0.5058878878199241
Vera Farmiga,10,0.03677279115140403,0.7074074074074073,0.5057558329076038
Tom Hanks,18,0.05979536401601704,0.6968449931412892,0.5057299496997423
Mahershala Ali,7,0.044958873541347213,0.7160493827160492,0.5054643278633566
Sean Bean,13,0.05360258616715724,0.6989553656220322,0.5053265899938769
Jeremy Irons,6,0.04441535904685337,0.7386831275720164,0.5052479812302326
Stephen Graham,8,0.03878662348114129,0.7098765432098765,0.505145920849766
Tim Pigott-Smith,7,0.04379246464895835,0.7160493827160492,0.5051206989782121
Joseph Gordon-Levitt,11,0.03703304215898418,0.7059483726150392,0.5051043298523655
Kenny Baker,7,0.03119332457538321,0.7213403880070545,0.5050460283010025
Frances McDormand,8,0.030673788478690164,0.712962962962963,0.5048743937116567
John Rhys-Davies,7,0.054941931692192435,0.710758377425044,0.5047682899833693
Roger Allam,8,0.04797633801974929,0.7052469135802466,0.5046653326484364
Jake Busey,6,0.046822516966144125,0.7366255144032918,0.5045638597888851
Paul Newman,9,0.03394233511672771,0.7078189300411522,0.5044056549486979
Max von Sydow,10,0.03769818124242146,0.7049382716049383,0.5043063766062419
Victor Garber,8,0.039505104668128045,0.7083333333333331,0.5042870056175928
Michael Byrne,7,0.04504754340243115,0.7142857142857143,0.5042780876675098
Dave Franco,8,0.042205165470901085,0.7067901234567899,0.5040185855450666
Simon McBurney,7,0.03582492995573323,0.7178130511463843,0.5039857929995568
Rosamund Pike,10,0.08797890695414218,0.6827160493827159,0.5038354681771063
Diane Keaton,12,0.03985612030666012,0.7026748971193414,0.5037670942771268
Charlize Theron,14,0.04105837887885112,0.7019400352733686,0.5036671262573728
John Hurt,16,0.032819818093607164,0.7052469135802468,0.5035176468185109
Bryan Cranston,7,0.04591591921290076,0.7125220458553789,0.5033215520700041
Richard Kind,7,0.03738149121010215,0.7160493827160492,0.503231999680855
Alan Arkin,9,0.026591518894884442,0.709190672153635,0.5031637080394875
Bradley Cooper,17,0.09049535973848308,0.6797385620915031,0.5029651831556025
Steve Carell,9,0.032136339714250395,0.7064471879286692,0.5029073507739512
William Fichtner,11,0.06890646279887025,0.6891133557800223,0.5028825895706529
Jena Malone,9,0.041516895371903215,0.7023319615912208,0.5028410234440465
Lucy Liu,6,0.04074979571053167,0.736625514403292,0.5028284446446349
Kevin Costner,13,0.03551200784593499,0.7027540360873692,0.5025586114892758
Matt Damon,20,0.040112938841102314,0.7006172839506172,0.5024659596159848
Kate Winslet,9,0.030569354775921202,0.7064471879286692,0.5024384176614257
Michelle Pfeiffer,7,0.037259548579810106,0.7142857142857142,0.5019837121737424
Mark Ruffalo,13,0.06448879048445913,0.6894586894586892,0.5019449315017853
Patricia Clarkson,9,0.04152136684094729,0.7009602194787378,0.5018845163500627
Russell Crowe,15,0.04015269944555029,0.6995884773662548,0.5017546611028564
Gugu Mbatha-Raw,5,0.23374881558385752,0.71358024691358,0.5017291595930677
Edie McClurg,6,0.051126993660850176,0.7304526748971193,0.5016778986857261
Tom Cruise,15,0.04549280039834013,0.6971193415637859,0.5016282971033723
Joe Spinell,9,0.04040808283570002,0.7009602194787378,0.501551356968032
Ewan McGregor,16,0.09756335179469067,0.6743827160493826,0.5013357735889831
Jon Hamm,10,0.10748326914179793,0.6703703703703703,0.5010473439649479
Alison Pill,6,0.03881072459291737,0.7345679012345677,0.5009022916043473
Brad Pitt,15,0.05267025366520884,0.6930041152263372,0.5009008791166293
Simon Callow,7,0.03253153750905307,0.7142857142857142,0.5005908205524617
Philip Seymour Hoffman,17,0.03205257989763994,0.7007988380537398,0.5001745446974113
Tommy Flanagan,5,0.16430133071452546,0.7407407407407406,0.500124435588901
Michael Sheen,10,0.05251147222493973,0.6925925925925924,0.5001122131743493
Talia Shire,7,0.05554222856641677,0.7037037037037035,0.5000956891109486
Helen Mirren,12,0.03357210705330942,0.699588477366255,0.49972189569112613
Clancy Brown,9,0.043662517028125805,0.6968449931412893,0.4996517374754978
Amy Adams,11,0.03690703967070113,0.6980920314253647,0.49956894718712375
Colin Farrell,16,0.04290673649803196,0.6952160493827158,0.49952212643275873
Bill Paxton,13,0.05855050550180404,0.6885090218423551,0.49949878973021955
Jude Ciccolella,5,0.06956556391165589,0.7802469135802468,0.4994493847343008
Mark Strong,13,0.03333299620575243,0.6989553656220323,0.4992459890643106
Eric Roberts,7,0.08968440403426023,0.6878306878306878,0.4992428509165891
Laura Dern,6,0.032986840589607394,0.7345679012345679,0.4992379872385969
Heath Ledger,6,0.09999113175401157,0.7057613168724279,0.49917766862153196
Robert Duvall,20,0.0363018368461407,0.6975308641975306,0.49916213532711207
Kevin Bacon,19,0.033799253766889484,0.6985055230669265,0.4990935861113314
Dexter Fletcher,7,0.035654913286396125,0.710758377425044,0.49908625457040723
Marlon Brando,9,0.05409352442804578,0.6913580246913579,0.49894192123906284
Gemma Jones,6,0.05111762794459031,0.7263374485596706,0.49893118152947924
Bob Gunton,10,0.050678508371491696,0.6913580246913579,0.4986994147928159
Michael Caine,20,0.05468142118699638,0.6888888888888889,0.4986266279354892
Kyle Chandler,6,0.045250151759764004,0.728395061728395,0.4986264400757307
Jamie Foxx,12,0.10165929189907506,0.6687242798353907,0.49854325832865687
Don McManus,8,0.04880609641358191,0.6959876543209875,0.49847449223965895
Brendan Gleeson,16,0.03747315749282866,0.6959876543209876,0.4984321786516291
Zoe Saldana,13,0.10116104671534848,0.6685660018993352,0.498321891565263
Shah Rukh Khan,8,0.011949419990394125,0.7114197530864196,0.49822166200522455
Melissa Leo,11,0.037221814704925374,0.6958473625140291,0.4980926067165101
Jason Schwartzman,7,0.023871527480334876,0.7142857142857141,0.4980395457714414
Vin Diesel,11,0.10501825609559814,0.6666666666666665,0.4980050814020301
Bradley Whitford,10,0.03894967754352982,0.6950617283950616,0.49777420182204224
Martin Freeman,6,0.045758918099193635,0.7263374485596706,0.49739981102391717
Laura Linney,12,0.03983976192453705,0.6934156378600821,0.4972815056662283
John Sessions,8,0.0408215170973152,0.6975308641975306,0.4971681673065223
Ryan Reynolds,9,0.10546679120899316,0.6666666666666665,0.49707457933387517
Gary Lewis,6,0.034998679063834706,0.7304526748971192,0.4970688741274151
Rod Steiger,5,0.03075192586268429,0.7925925925925924,0.49680512964034207
Karen Allen,8,0.032059037355825964,0.7006172839506171,0.496703051139319
Pete Postlethwaite,6,0.04799018888829005,0.7242798353909464,0.49666542592373053
Holt McCallany,9,0.058857484407973906,0.6858710562414266,0.4965361945184346
Jeff Daniels,14,0.03156303181930561,0.6957671957671958,0.4964976542275648
Philip Baker Hall,14,0.037420933993228406,0.693121693121693,0.4964031746058601
Liv Tyler,5,0.057904163107642265,0.7802469135802466,0.4963679864083095
Frank Grillo,12,0.043465767845224684,0.6903292181069955,0.4962089459796548
Jack Lemmon,7,0.02170742736224609,0.7125220458553789,0.49618963021999507
Elisabeth Shue,6,0.03665019043271069,0.728395061728395,0.4961688098801833
Simon Pegg,8,0.04823038945558532,0.6929012345679011,0.49615690212446134
Michael Jeter,6,0.030889514860516196,0.7304526748971193,0.49589458907653144
Shane Rimmer,9,0.037162815541619876,0.6941015089163236,0.4957909579876292
John C. Reilly,19,0.042405784818768895,0.6900584795321636,0.4957626153274126
Lindsay Crouse,7,0.024263923755005752,0.7107583774250439,0.49573042192980626
Sean Penn,15,0.028359666406345945,0.6954732510288064,0.49533613219168576
Thomas Kretschmann,10,0.044014139351400285,0.6888888888888887,0.4949751051558521
Jeffrey Jones,6,0.04188578595936239,0.7242798353909463,0.49492095703679184
Laurence Olivier,5,0.02917475084868115,0.7901234567901233,0.49486601297724214
Ben Whishaw,8,0.04388269466841998,0.6929012345679011,0.49486132323023413
Clark Gregg,6,0.08471842656969435,0.7057613168724277,0.4948131534799815
Juliette Lewis,8,0.04350325870529634,0.6929012345679011,0.49474825429379804
Graham McTavish,7,0.03733898965370352,0.7037037037037035,0.4947329396202569
Michael J. Fox,8,0.03621918036770232,0.6959876543209874,0.49472369013170253
Naomie Harris,7,0.06116454427653561,0.6931216931216929,0.4944778703562307
Seth Rogen,8,0.038583926538491915,0.6944444444444443,0.4943553489328348
Michelle Monaghan,9,0.04460549879122307,0.688614540466392,0.49418686120594724
Judi Dench,13,0.04949328275856909,0.6847103513770179,0.49412279765117584
Denzel Washington,19,0.03209874460252131,0.6920077972709551,0.49403502587410697
Rafe Spall,6,0.04356853630290989,0.7222222222222221,0.4940298200212662
Anthony Hopkins,13,0.046829702618088116,0.6856600189933522,0.4939884970377039
Cary Elwes,11,0.05101443258574073,0.6835016835016833,0.49358992725279804
J.D. Evermore,9,0.036172764991144024,0.691358024691358,0.4935789867934228
William Hurt,13,0.03202085884894739,0.6913580246913578,0.49353446850842897
Tom Waits,9,0.025181827550312407,0.6954732510288063,0.49316339414856025
Clint Eastwood,12,0.028382422509130086,0.6923868312757201,0.49312465222902113
Sean Connery,15,0.03629177197933608,0.6888888888888888,0.49310672406359746
Chris Tucker,6,0.0494297769932098,0.7181069958847736,0.49296075919651355
Rory Cochrane,7,0.03477967991562204,0.7019400352733685,0.49276659367977416
Maggie Smith,7,0.04709871185078753,0.6966490299823632,0.49275874334059766
Vivek,5,0.003478662351247251,0.7975308641975306,0.49264319703792725
Ralph Fiennes,9,0.03938605741350626,0.6886145404663921,0.49262490050611685
Charles Durning,8,0.018164089113865363,0.7006172839506172,0.4925624657118861
Zach Galifianakis,9,0.045482280377761815,0.6858710562414265,0.49253355486113387
Paul Dano,10,0.02975214046766926,0.6913580246913579,0.49242722391941113
James McAvoy,7,0.04597310467136261,0.696649029982363,0.49242713480888917
Imelda Staunton,7,0.036390076673690985,0.7001763668430333,0.4920286605231804
Tom Hollander,8,0.04156699840495505,0.6898148148148148,0.49202522997010545
Marion Cotillard,7,0.027617930688960547,0.7037037037037036,0.4918690754331122
Shirley Henderson,6,0.05028511022693768,0.7160493827160492,0.4918331693417165
Roy Scheider,9,0.023887326431506373,0.6941015089163237,0.491818158839132
Henry Goodman,6,0.05974452426395757,0.7119341563786006,0.49179236656713615
Jessica Chastain,11,0.03713685485906165,0.6868686868686866,0.4917841620584342
Jay Leno,12,0.045095772937199026,0.6831275720164608,0.4916573569545827
Malcolm McDowell,7,0.035122443546998505,0.7001763668430333,0.4916552105598441
Carey Mulligan,6,0.03486516219727516,0.7222222222222221,0.49154263732454095
Sigourney Weaver,21,0.047012671989322394,0.681951793062904,0.49147004925575055
Vanessa Redgrave,10,0.029356523143859226,0.6901234567901232,0.4914452366478871
Jim Cummings,12,0.041554405427186906,0.6841563786008231,0.49131515354188876
Ethan Suplee,10,0.030909451965095654,0.6888888888888887,0.49104728065228936
Jenny Agutter,6,0.08078877289503648,0.7016460905349793,0.49094612686007594
David Bradley,7,0.040121805926674914,0.6966490299823632,0.4907033179918149
Giovanni Ribisi,12,0.04360424084784494,0.6820987654320985,0.4904898767972203
Jess Harnell,8,0.047164817881703645,0.6851851851851851,0.49047428525567366
Clea DuVall,8,0.03617295766852443,0.6898148148148147,0.4904178482023347
Jennifer Connelly,12,0.03362144503386685,0.6862139917695472,0.4903757105784716
Toni Collette,14,0.03534036839880212,0.6851851851851851,0.49022355258217476
Marco Perella,9,0.028099300190571143,0.689986282578875,0.49020509092623743
Tilda Swinton,12,0.03537587861552708,0.685185185185185,0.4901818999620464
Strother Martin,5,0.03401449743252076,0.7802469135802466,0.4900554020921548
Christopher Plummer,19,0.029149603196028835,0.6874593892137751,0.489966398269997
Emily Blunt,7,0.03751752493573591,0.6966490299823632,0.4899360860379442
John DiMaggio,7,0.0536648305668723,0.6895943562610228,0.48984369826346197
Chris Messina,7,0.03697633168736005,0.6966490299823631,0.48977664826805
Morgan Freeman,27,0.05970503872963814,0.6739826245999085,0.48969934882034055
Hugh Jackman,15,0.03184082040248889,0.6855967078189298,0.4894669342052138
Evan Jones,6,0.1273833313909133,0.6790123456790123,0.4891693343022157
Martin Landau,10,0.0302218310800808,0.6864197530864196,0.4891143619187905
Daniel Craig,14,0.04187832680633074,0.6807760141093472,0.48909853914098456
Frank Medrano,5,0.06433663752693068,0.765432098765432,0.4889335058903419
Julie Delpy,10,0.0342759356404503,0.6839506172839505,0.4886026648325177
Martin Sheen,7,0.032929177039818666,0.6966490299823632,0.48858433976575955
Jack Thibeau,7,0.03698364529109039,0.6948853615520282,0.48856644018221507
John Heard,9,0.028903147707420924,0.6872427983539093,0.48852995846205827
David Andrews,7,0.06941100497597487,0.6807760141093473,0.48842077286773367
Melanie Lynskey,7,0.02820384354572994,0.6984126984126983,0.4884045996733931
Rob Lowe,6,0.038173087691959096,0.7160493827160492,0.4883718895546233
Barry Pepper,11,0.0462125057686566,0.6778900112233444,0.48822297902339246
Lee Pace,7,0.06459553701023607,0.6825396825396823,0.4882144787871317
Leslie Phillips,6,0.042308141352918015,0.713991769547325,0.4881815527464838
Robert De Niro,30,0.03132170907187044,0.6839506172839503,0.4881619448194088
Ethan Hawke,17,0.02919974546871004,0.6848220769789395,0.48813497162762287
Juliette Binoche,9,0.017919935928459318,0.691358024691358,0.48811667778496176
Wallace Shawn,11,0.04047944999236129,0.6801346801346801,0.4880743803777311
George Clooney,20,0.03976173736197314,0.6796296296296296,0.4876692417601297
Frances Conroy,11,0.027956711140213555,0.6846240179573513,0.48746030119857175
Lois Maxwell,7,0.03720902722375451,0.6931216931216929,0.48742047592823484
Jeffrey DeMunn,7,0.045219109226917166,0.6895943562610228,0.487355553816666
Desmond Llewelyn,11,0.04195506568616263,0.6778900112233444,0.4869461753185704
Rachel Weisz,14,0.038370910743020556,0.679012345679012,0.4868117846134468
Robert Downey Jr.,18,0.05523186896721707,0.6714677640603566,0.4865968466813101
Ricky Jay,6,0.03618036416768725,0.713991769547325,0.4864304041460088
Woody Allen,10,0.029443721780006704,0.6827160493827159,0.4862909111899759
David Strathairn,7,0.03332576622847366,0.693121693121693,0.4862764511739303
Samuel L. Jackson,30,0.04989791705797339,0.6732510288065845,0.48624509528108717
Stephen Root,13,0.042403173474395185,0.6761633428300093,0.48601322705695305
Alan Alda,7,0.02750917005108495,0.6948853615520282,0.4857752205804976
J.K. Simmons,25,0.04202422763075491,0.6755555555555555,0.48549615704268767
Jeffrey Wright,13,0.03790465132850679,0.6771130104463435,0.4853284688325957
John Franchi,6,0.06063547065987296,0.7016460905349793,0.48518687257630105
Robin Wright,8,0.032957271453332354,0.6836419753086419,0.4851675310422095
Katie Holmes,7,0.03740804417694358,0.6895943562610228,0.48505438173847887
Gary Oldman,15,0.06896345615877816,0.6633744855967076,0.48504819652620773
Olivia Thirlby,7,0.02915179918267291,0.6931216931216929,0.4850467832144882
Marisa Tomei,14,0.034438388354627855,0.6781305114638447,0.48501477395944614
Om Puri,7,0.012369938217733217,0.7001763668430334,0.4849522283624694
Mel Gibson,21,0.03480156270602095,0.6778365667254552,0.48492605813421086
Michael Fassbender,8,0.0392163151687013,0.6805555555555554,0.48488664293881295
Patrick Wilson,6,0.045016338411366444,0.707818930041152,0.48483941923912277
Salma Hayek,8,0.035069227705358044,0.6820987654320985,0.4847238604332848
Jim Broadbent,19,0.03568710553395681,0.6770630279402211,0.4846501966781472
Joaquin Phoenix,12,0.026337925871656634,0.6810699588477364,0.48459054573060145
Cheech Marin,17,0.03748948231674948,0.6761074800290484,0.4845216778216685
John Gielgud,9,0.03085088558415298,0.6803840877914952,0.4843236089294477
Michael Gaston,7,0.03038645445155481,0.6913580246913581,0.4841981550607333
Emily Mortimer,7,0.034261145610069633,0.6895943562610228,0.4841272924019226
Woody Harrelson,15,0.06762020914225776,0.662551440329218,0.48406909674980575
Sofia Coppola,5,0.056889652383718445,0.7604938271604936,0.48392099042425263
Gerry Becker,7,0.025213715998679036,0.6931216931216931,0.48388660761658886
Charlton Heston,12,0.03091447859641875,0.67798353909465,0.48380311489755456
Michael Douglas,12,0.03321856954104897,0.6769547325102878,0.48377418114259907
Dylan Kenin,7,0.04115747756287979,0.6860670194003528,0.48373425491792327
Adam Goldberg,6,0.03621112273020021,0.7098765432098764,0.48369515339470687
Jude Law,9,0.03504095649420216,0.6776406035665296,0.48366183162691573
Sam Elliott,10,0.031866855608359036,0.6777777777777777,0.48356354824810505
Richard Crenna,8,0.03459816574251498,0.6805555555555554,0.4835104706866537
Chris Hemsworth,6,0.09777067255931403,0.6831275720164606,0.4834508992079454
Jonah Hill,15,0.03283685336079601,0.6765432098765429,0.4834283326354855
Anna Paquin,9,0.02448770237978166,0.681755829903978,0.48337721931219807
Matthew Broderick,12,0.03173273190233498,0.6769547325102878,0.4833284848542765
Paul Giamatti,13,0.03337400503381644,0.6761633428300093,0.48330459949628046
Ben Affleck,16,0.06984027089452949,0.6604938271604937,0.48329666787103365
Mel Brooks,6,0.038844362147134055,0.707818930041152,0.48307563976892176
Tim Robbins,12,0.04277181741397946,0.6718106995884775,0.4830394231355527
John Benjamin Hickey,7,0.030340354777177867,0.6895943562610228,0.4829722112021964
Harris Yulin,8,0.029142066111912234,0.6820987654320986,0.48295761283793587
Scoot McNairy,8,0.09034540758665353,0.6558641975308641,0.48295443913374475
Corey Stoll,6,0.04292936591241657,0.7057613168724279,0.4828710000900809
James Nesbitt,5,0.047058964458502786,0.7629629629629628,0.48284570338450167
David Morse,10,0.04377508069131421,0.6716049382716048,0.48281571005882856
William H. Macy,19,0.02950695600289113,0.6770630279402207,0.48279615202747245
John Carroll Lynch,9,0.04778801466462679,0.6707818930041151,0.4826872673875825
Keith Stanfield,5,0.0691590043306232,0.7530864197530862,0.4825959372674221
Bernard Hill,6,0.041273590015321646,0.705761316872428,0.4823978253062643
Bill Hader,11,0.042356882668748,0.6711560044893378,0.4823544560497539
Dylan Baker,8,0.023280123515079958,0.6836419753086418,0.48228381697329065
Steve Martin,11,0.026243747154883208,0.6778900112233444,0.48223436039700235
Seth Green,13,0.08507885391712189,0.6524216524216523,0.48219692116394064
