name,MoviesN,AvgPop,AvgIMDB,Score
Centropolis Entertainment,6,0.038218239472366904,0.5987654320987653,0.41017963288528103
Big Talk Productions,4,0.22803759177099375,0.7037037037037035,0.41012669189870327
The Australian Film Commission,5,0.024065803571179288,0.6543209876543209,0.4097859366292748
NPV Entertainment,10,0.034148402922345764,0.5703703703703703,0.4091307012279585
Impact Pictures,7,0.024366485783001362,0.583774250440917,0.4084705224575178
Magnolia Pictures,5,0.029217822235567625,0.6493827160493825,0.4081025708849354
Happy Madison Productions,13,0.038548208938878635,0.5660018993352326,0.40774728051843007
Alphaville Films,5,0.029200516954117572,0.6469135802469135,0.4065756328325733
DNA Films,4,0.042691530562711015,0.7746913580246911,0.4058043370479497
Right of Way Films,4,0.07443925561793108,0.7592592592592591,0.4048699333419171
EMI Films Ltd.,4,0.03509447545303789,0.7746913580246911,0.4041381693548743
QED International,5,0.031333574091770545,0.6419753086419753,0.40409453934085116
Heyday Films,4,0.048746700238610975,0.7685185185185184,0.4039734470760922
Dimension Films,23,0.033208190163711564,0.5625335480407941,0.4037359398455075
Roth Films,5,0.044071267319545866,0.6345679012345677,0.4028932402735267
Franchise Pictures,8,0.03197698087039864,0.5648148148148148,0.4022531045329295
TF1 Films Productions,5,0.030119989620590874,0.6395061728395061,0.40225149752406103
Mandeville Films,4,0.28181586525366364,0.6635802469135802,0.4013883942472312
Cinergi Pictures Entertainment,8,0.02429132322448213,0.566358024691358,0.40103585590944457
Marvel Enterprises,7,0.030535738302592305,0.5696649029982364,0.4005891081420532
Imagenation Abu Dhabi FZ,7,0.026857687399848673,0.5679012345679011,0.39829317642621587
Kennedy Miller Productions,4,0.06095965632372477,0.7469135802469135,0.39559583014606836
IM Global,6,0.041119796622548895,0.5740740740740741,0.3945445731986078
Dark Horse Entertainment,6,0.02934929839482764,0.5781893004115226,0.393924932271697
DreamWorks,5,0.03615567910564914,0.6222222222222221,0.3931898055829349
River Road Entertainment,4,0.03774949761594771,0.7499999999999998,0.39208488200208585
Bel Air Entertainment,5,0.03429948349496337,0.6172839506172838,0.38965459544199715
Bona Fide Productions,4,0.031100467146516726,0.7469135802469135,0.38904718522638815
Egoli Tossell Film AG,4,0.029452347092938647,0.743827160493827,0.3871062759888312
Constantin Film,5,0.02231395487382765,0.6172839506172837,0.38648754986574213
Paramount Vantage,4,0.04612416768854627,0.7345679012345678,0.38602435658990253
WWE Studios,6,0.035212782749157845,0.5637860082304526,0.3859964108874601
Ingenious Media,5,0.03419683403792275,0.6098765432098764,0.3850603754795666
Walt Disney Feature Animation,4,0.04855001323465872,0.7314814814814813,0.3849769396025546
SLM Production Group,4,0.03353399058404702,0.7376543209876542,0.38484255704271064
Zide-Perry Productions,5,0.042643568023050984,0.6049382716049381,0.3842476024234103
RatPac-Dune Entertainment,5,0.050940247707332194,0.6,0.38339517915033683
MTV Films,6,0.027522072797717734,0.5617283950617284,0.3824265991451938
Cannon Group,10,0.024943090132011906,0.5358024691358023,0.38219613766941984
Sunswept Entertainment,6,0.0667078124595051,0.5432098765432098,0.38127661254238326
Edward R. Pressman Film,5,0.028114446402305794,0.6049382716049381,0.380408440062669
Blinding Edge Pictures,5,0.050214807245448065,0.5950617283950617,0.38015875875869093
Emperor Motion Pictures,5,0.013880081313308706,0.6098765432098764,0.3796918945494149
MK2 Productions,4,0.015115011053691957,0.7345679012345677,0.3792235035977049
Nickelodeon Movies,5,0.034555176251976544,0.6,0.37906560223223607
Big Beach Films,4,0.02021676711818006,0.7314814814814814,0.3787629608123886
Temple Hill Entertainment,5,0.09101634346149619,0.5753086419753086,0.3787611983618279
Closest to the Hole Productions,4,0.04415681114468203,0.7160493827160492,0.3761161954477806
Golan-Globus Productions,7,0.029194217189130928,0.5343915343915344,0.3759466363971293
Hyde Park Entertainment,5,0.033936908083918374,0.5925925925925924,0.37433513563360094
TLA Releasing,4,0.012135736793123379,0.7253086419753084,0.3738317537565522
ARTE,4,0.025781734497184933,0.7191358024691357,0.37366566576936244
Bold Films,4,0.08713929132090946,0.6913580246913579,0.3729074283354853
Weed Road Pictures,4,0.037097439066906476,0.7098765432098765,0.3714090559997752
Rogue Pictures,6,0.030999942352861805,0.5432098765432098,0.37107229458612584
Rysher Entertainment,5,0.030973654176338124,0.5876543209876544,0.37050739737874655
Bluegrass Films,4,0.06829416618875522,0.691358024691358,0.3687743612175202
Newmarket Capital Group,5,0.03919775611595487,0.5802469135802468,0.36811343090608317
Green Hat Films,4,0.06720974017827457,0.6882716049382714,0.36695707998974186
FilmEngine,4,0.035985089099710606,0.7006172839506171,0.36642675546471937
Tim Burton Productions,4,0.04655786585685237,0.6944444444444443,0.3655866561163483
Indian Paintbrush,4,0.023597651147986978,0.7037037037037036,0.36528942017658594
Section Eight,4,0.03630966234245362,0.6975308641975306,0.36491849253434683
LD Entertainment,4,0.03934373666094738,0.6944444444444443,0.3640044708055448
HandMade Films,4,0.013615290489949595,0.7037037037037036,0.3631001130583749
Bavaria Film,4,0.03001728481171461,0.6944444444444442,0.36195901601577635
Davis-Films,5,0.02119492317419342,0.5777777777777776,0.36183401279099314
Mandalay Pictures,4,0.04195294473610762,0.685185185185185,0.35983837335030916
Cheyenne Enterprises,5,0.03036350845500682,0.5679012345679011,0.3581672504485055
FilmColony,4,0.039735152467118694,0.6820987654320987,0.3577725249847273
Gracie Films,4,0.031491736740291966,0.6820987654320987,0.3559645990494342
British Screen Productions,4,0.01359098703066108,0.685185185185185,0.3536180976041168
Avery Pix,4,0.03657537291140901,0.669753086419753,0.35076173961380147
Pacific Western,4,0.034022978795867534,0.669753086419753,0.35020195472953813
Ghost House Pictures,5,0.04552415344188889,0.5481481481481482,0.3499943634302231
Cold Spring Pictures,4,0.0408464980944034,0.6635802469135802,0.34853957733258506
Robert Simonds Productions,6,0.03138701298191318,0.5082304526748969,0.34785856272239507
Film i Väst,4,0.03637415332317835,0.6635802469135802,0.3475587135291065
Escape Artists,4,0.04260790751589713,0.6604938271604938,0.347346437826581
Icon Productions,4,0.04160389832325921,0.6604938271604937,0.3471262409665905
Genre Films,4,0.07686097153416624,0.6450617283950616,0.3469614989829422
Polygram Filmed Entertainment,4,0.01975212501093025,0.6666666666666665,0.3454926581579594
Seven Arts Productions,4,0.031111877805593952,0.6604938271604937,0.34482515648461015
The Safran Company,4,0.05680290578756219,0.648148148148148,0.34414186021893123
Téléfilm Canada,4,0.01257747142134247,0.6666666666666665,0.3439191305413493
The Mark Gordon Company,4,0.04083694119963358,0.6543209876543209,0.3437991386983445
Alcor Films,4,0.020499910034120196,0.6604938271604938,0.3424977654619659
Parts and Labor,4,0.018950137834077656,0.6604938271604938,0.3421578731834369
Metrol Technology,4,0.03294560666318574,0.6543209876543209,0.34206843035543166
Affirm Films,4,0.024692514808861442,0.6574074074074073,0.341837829821757
Revolution Studios,11,0.028711348761799975,0.4758698092031425,0.34160767446255286
Konrad Pictures,4,0.04182592097639134,0.6481481481481479,0.34085714425046587
Mad Chance,4,0.03412893404555852,0.6512345679012344,0.34074850729927214
Marv Films,4,0.04839303246967226,0.6450617283950616,0.3407179796622378
Central Partnership,4,0.004733849993169444,0.6635802469135802,0.34061943897514896
Gran Via Productions,4,0.01296579762033477,0.6574074074074073,0.33926595466180487
De Line Pictures,4,0.04086722370154742,0.6450617283950616,0.3390674375439179
Worldview Entertainment,4,0.03094753855365013,0.6481481481481479,0.338471323812937
Metropolitan Filmexport,4,0.03448211705077928,0.6450617283950616,0.33766707144616437
Bórd Scannán na hÉireann,4,0.021506853918422247,0.6481481481481481,0.33640081576571995
Revelations Entertainment,4,0.028274562726938606,0.6450617283950617,0.33630564569393784
Savoy Pictures,4,0.03375593142786229,0.6419753086419753,0.3359283586309483
Bazelevs Production,4,0.0317584525194704,0.6419753086419753,0.33549027640346457
Kopelson Entertainment,4,0.03122832292439163,0.6419753086419752,0.3353740096669841
