name,MoviesN,AvgPop,AvgIMDB,Score
Vincent Pictures,2,0.04328591876524217,0.6543209876543209,0.12667422447178955
Mon Voisin Productions,2,0.02647057590758229,0.6604938271604938,0.126479614370576
Ecosse Films,2,0.026335688009705555,0.6604938271604937,0.1264687312876818
Nina Saxon Film Design,2,0.03975653951129259,0.6543209876543209,0.12638946558985625
Radiant Productions,2,0.054106656080517866,0.648148148148148,0.12638517525246676
Huayi Brothers,2,0.03714383713392846,0.6543209876543209,0.12617866642256076
Occupant Entertainment,2,0.022610730529140644,0.6604938271604938,0.12616819267987203
Discovery Channel Pictures,2,0.007359538294116164,0.6666666666666665,0.12609978204616495
Creative England,2,0.034692126789012234,0.6543209876543209,0.12598085648307597
Pinewood Pictures,2,0.04901134380519975,0.648148148148148,0.12597407309477235
Carolco International N.V.,2,0.03227393737652059,0.6543209876543209,0.12578575109375476
Neue Road Movies,2,0.03163665846384954,0.6543209876543209,0.1257343338847799
Trademark Films,2,0.03159796439760183,0.6543209876543209,0.1257312119536273
Inferno Distribution,2,0.044740074150433046,0.6481481481481479,0.12562945669517006
Mod Producciones,2,0.02988169196121392,0.6543209876543209,0.1255927389290772
Castafiore Films,2,0.06689554627502929,0.6358024691358023,0.12509282882151318
Tornasol Films,2,0.06689554627502929,0.6358024691358023,0.12509282882151318
Polar Entertainment,2,0.022715984307455205,0.6543209876543209,0.1250145922486201
Blind Spot Pictures Oy,2,0.03527176146452965,0.648148148148148,0.12486553025365336
Krane Entertainment,2,0.049375849567997725,0.6419753086419753,0.12484138974268039
Fox Star Studios,2,0.0053326219566472875,0.6604938271604937,0.12477415295645058
Super Crispy Entertainment,2,0.019723202806487067,0.6543209876543209,0.12477312737540404
Callahan Filmworks,2,0.03256187832186296,0.648148148148148,0.12464689030641277
Construction Film,2,0.029039149991311155,0.648148148148148,0.12436266803711707
Parabolic Pictures,2,0.026019512406306317,0.6481481481481479,0.124119036349877
Stable Way Entertainment,2,0.026019512406306317,0.6481481481481479,0.124119036349877
Cannon Films,2,0.03931022617226537,0.6419753086419753,0.1240292708237734
Chambara Pictures,2,0.04885604709370383,0.6358024691358023,0.12363735825632462
Batjac Productions,2,0.015645358226741075,0.6481481481481479,0.12328202441870788
Caramel Film,2,0.0290424449920942,0.6419753086419753,0.1232008413243
Davis Films,2,0.014409217708468399,0.648148148148148,0.12318228960230872
Knightsbridge Entertainment,2,0.028643645459920947,0.6419753086419753,0.12316866521039269
Thousand Words,2,0.028543042628300666,0.6419753086419753,0.12316054832983375
TABBAK,2,0.028254384545968007,0.6419753086419753,0.123137258695348
Channel One Russia,2,0.028254384545968007,0.6419753086419753,0.123137258695348
Boram Entertainment Inc.,2,0.011466256340839979,0.648148148148148,0.12294484433833464
Rickshaw Productions,2,0.02524877812911534,0.6419753086419753,0.12289475907679986
Perdido Productions,2,0.02513131213448076,0.6419753086419753,0.12288528163533197
Offspring Entertainment,2,0.038092947053086725,0.6358024691358023,0.1227689652293433
No Frills Film Production,2,0.03663349320916179,0.6358024691358023,0.12265121295198059
Greenestreet Films,2,0.021268906298483988,0.6419753086419753,0.12257365336069975
Rook Films,2,0.04974994964897642,0.6296296296296297,0.12254738792198373
Drafthouse Films,2,0.03514020860178249,0.6358024691358023,0.12253073112653502
Amazon Studios,2,0.04946673275652636,0.6296296296296297,0.1225245372959003
Entertainment One,2,0.04902817215573879,0.6296296296296295,0.12248915316250046
Foresight Unlimited,2,0.033212643587448416,0.6358024691358023,0.1223752105041136
Marianne Productions,2,0.03268061845309193,0.6358024691358023,0.12233228542536209
Grive Productions,2,0.028040921410189594,0.6358024691358023,0.12195794341012878
Astral Media,2,0.01027424585682633,0.6419753086419753,0.12168657747870179
Major Studio Partners,2,0.02399046902659926,0.6358024691358023,0.12163114308375851
Overnight Films,2,0.03794498358950361,0.6296296296296295,0.12159493461660598
IFC Productions,2,0.023282637410949433,0.6358024691358023,0.12157403351151747
Initial Pictures,2,0.02046004713901575,0.6358024691358023,0.12134630007961378
Cott Productions,2,0.033831130725975954,0.6296296296296297,0.12126301898567873
Haxan Films,2,0.04447737399027547,0.6234567901234567,0.12095989116292886
Scope Pictures,2,0.026539866658333026,0.6296296296296295,0.12067474210909798
Mockingbird Pictures,2,0.01200451116764363,0.6358024691358023,0.12066408692083799
Furst Films,2,0.025797353114208808,0.6296296296296297,0.12061483431471501
NALA Films,2,0.024004132923137474,0.6296296296296297,0.12047015295861019
Barclays Mercantile Industrial Finance,2,0.023914953805272646,0.6296296296296295,0.12046295777099564
Red Wagon Entertainment,2,0.0374370573911435,0.6234567901234567,0.12039186133700927
Live Entertainment,2,0.019922385864915217,0.6296296296296297,0.12014082770195686
Dentsu Inc.,2,0.01869111039005965,0.6296296296296295,0.12004148540906513
Vertigo,2,0.015930070315003396,0.6296296296296295,0.1198187179963916
New Zealand Film Commission,2,0.014720672740222844,0.6296296296296295,0.11972114086556272
Moonlighting Films,2,0.04274598597713114,0.6172839506172837,0.11965810601549416
Permut Presentations,2,0.011870648497163199,0.6296296296296297,0.11949119399430251
Altitude Film Entertainment,2,0.03808768166620416,0.6172839506172838,0.11928226272072777
Alliance Films,2,0.03616159270082096,0.6172839506172837,0.11912686118951718
Strike Entertainment,2,0.035535432892746875,0.6172839506172838,0.11907634109688074
Furthur Films,2,0.034359239456866066,0.6172839506172837,0.11898144295654517
Camelot Pictures,2,0.03352135017428135,0.6172839506172838,0.11891384001616248
SND,2,0.03253141218414215,0.6172839506172838,0.11883396941712161
Shadow Shows,2,0.01605880162663101,0.6234567901234567,0.1186670117894935
Bristol Bay Productions,2,0.029421791313094057,0.6172839506172838,0.11858307766002717
Image Entertainment,2,0.02866997065370998,0.6172839506172838,0.11852241894500216
Stuber Productions,2,0.025928770208302466,0.6172839506172838,0.11830125224178777
Revolution Films,2,0.04032761553976816,0.611111111111111,0.11830089345917183
Maguire Entertainment,2,0.025817636602917065,0.6172839506172837,0.11829228571284946
WT2 Productions,2,0.02432759999947921,0.6172839506172838,0.11817206594424291
Aegis Film Fund,2,0.024173673158884634,0.6172839506172838,0.11815964675325395
Picture Machine,2,0.02402329719076623,0.6172839506172838,0.11814751405527227
Midnight Sun Pictures,2,0.03820120166676841,0.611111111111111,0.1181293292283442
Italian Tax Credit,2,0.037689303364981525,0.611111111111111,0.11808802803128036
Denver and Delilah Productions,2,0.03657373585476007,0.611111111111111,0.11799802133773041
MediaPro Pictures,2,0.035856369102137464,0.611111111111111,0.11794014244750224
Egoli Tossell Film,2,0.03349315380994727,0.611111111111111,0.11774947250359676
Castleberg Productions,2,0.01699817449646,0.6172839506172838,0.11758071011046066
Film Council,2,0.013131016757590703,0.6172839506172838,0.1172686984407746
Belladonna Productions,2,0.027281624771744176,0.611111111111111,0.11724831126907216
Romulus Films,2,0.012639287063343729,0.6172839506172838,0.11722902449590443
Melvin Simon Productions,2,0.026785329421367302,0.611111111111111,0.11720826895598727
New Legacy,2,0.024515193984894438,0.611111111111111,0.11702510892069104
Max TV,2,0.007121645503826437,0.6172839506172838,0.11678384778681641
Antena 3 Films,2,0.02151425243972615,0.611111111111111,0.1167829856753093
Envision Entertainment,2,0.03496052749199308,0.6049382716049381,0.11670577121124054
China Film Group,2,0.04799754186327215,0.5987654320987654,0.11659553660239516
Insurge Pictures,2,0.03189445702749099,0.6049382716049381,0.11645839320661741
Atmosphere Entertainment MM,2,0.045807135698255716,0.5987654320987654,0.11641880931817603
APJAC Productions,2,0.04380924774327956,0.5987654320987653,0.11625761487027121
Lotte Entertainment,2,0.014538512982195169,0.611111111111111,0.11622016608986474
Rainforest Films,2,0.02879480644935638,0.6049382716049381,0.11620830587694726
Free Range Films,2,0.01299361888024796,0.611111111111111,0.11609552028517162
City Films,2,0.010634668116276703,0.611111111111111,0.11590519441375033
Media Asia Film,2,0.010199005654054245,0.611111111111111,0.11587004410920203
Herrick Entertainment,2,0.03899552313656949,0.5987654320987653,0.1158692318889275
Duplass Brothers Productions,2,0.02295425133185394,0.6049382716049381,0.11573707571847999
Star Partners II Ltd.,2,0.007380913153923715,0.611111111111111,0.11564267356844087
Melnitsa Animation Studio,2,0.006872292446682241,0.611111111111111,0.11560163681565774
Roth-Arnold Productions,2,0.03405380350208349,0.5987654320987653,0.11547052195817431
Magnolia Mae Films,2,0.019316671423559327,0.6049382716049381,0.11544358694521488
Motown Productions,2,0.01925663208810804,0.6049382716049381,0.11543874282595057
Nine Yards Productions,2,0.03344950592847055,0.5987654320987654,0.11542176576366098
Gulfstream Pictures,2,0.03255735966257465,0.5987654320987653,0.11534978523821494
Nu Image Entertainment GmbH,2,0.02843882974299628,0.5987654320987653,0.11501749225105706
Clifford Werber Productions,2,0.025845874742221452,0.5987654320987654,0.11480828635002005
Ad Hominem Enterprises,2,0.0240774044804338,0.5987654320987653,0.11466560187826329
Prelude Pictures,2,0.024074205213957717,0.5987654320987654,0.1146653437536813
International Traders,2,0.05048128664791951,0.5864197530864197,0.11447174603525558
Quinta Communications,2,0.026797936759281476,0.5925925925925924,0.11372300846217488
10th Hole Productions,2,0.025560725757394664,0.5925925925925924,0.11362318727656028
26 Films,2,0.022299787240772473,0.5925925925925924,0.11336008684466212
Hedge Fund Film Partners,2,0.021415141322670618,0.5925925925925924,0.11328871146547508
Stage 6 Films,2,0.06332343122645473,0.574074074074074,0.11318369629722207
Buckaroo Entertainment,2,0.03393206427611117,0.5864197530864197,0.1131365146190829
Josephson Entertainment,2,0.03384263102717697,0.5864197530864197,0.11312929892755708
David Ladd Films,2,0.03230699008115297,0.5864197530864196,0.11300539968993575
Guardian Trust Company,2,0.017127584651355117,0.5925925925925924,0.11294278098985866
Company Films,2,0.029544999625522202,0.5864197530864197,0.11278255559825147
First Foot Films,2,0.024886801492644755,0.5864197530864197,0.11240672087018773
Blossom Films,2,0.023445554573279022,0.5864197530864196,0.11229043757167592
First Generation Films,2,0.03754724235657816,0.5802469135802468,0.11226610339704755
Karz Entertainment,2,0.023017556077484302,0.5864197530864197,0.11225590561453495
Atlantic Swiss Productions,2,0.022140151154235815,0.5864197530864196,0.11218511445638228
AVCO Embassy Pictures,2,0.020921282845561703,0.5864197530864196,0.112086773203763
Houston King Productions,2,0.018305097480048153,0.5864197530864197,0.11187569302053244
The Collective,2,0.03226237441286411,0.5802469135802468,0.111839707428087
8383 Productions,2,0.03226237441286411,0.5802469135802468,0.111839707428087
Bloody Disgusting,2,0.03226237441286411,0.5802469135802468,0.111839707428087
Tax Credit Finance,2,0.03109691192248114,0.5802469135802468,0.11174567508647189
Kasdan Pictures,2,0.03045960690045365,0.5802469135802468,0.11169425577093081
October Films,2,0.014514060699574933,0.5864197530864196,0.1115698229744705
Gordon Company,2,0.028589959401203985,0.5802469135802468,0.11154340807415808
Telefónica Studios,2,0.026149020036132148,0.5802469135802468,0.11134646716346197
M6 Films,2,0.023958027280907634,0.5802469135802468,0.11116969255172153
Hard Eight Pictures,2,0.03766958383837242,0.574074074074074,0.11111388164317414
Vision PDG,2,0.022568443815446454,0.5802469135802468,0.11105757758602752
Star Cinema Productions,2,0.0004130883126423182,0.5864197530864197,0.1104321223075383
Feigco Entertainment,2,0.04259590069318114,0.5679012345679011,0.1103492562788142
Blue Tulip Productions,2,0.05558504094848734,0.5617283950617283,0.11023515907012982
Madhouse Entertainment,2,0.026370347310071023,0.574074074074074,0.11020223182347899
ArieScope Pictures,2,0.03963543735361746,0.5679012345679012,0.11011039891327742
Kerner Entertainment Company,2,0.036369571131122706,0.5679012345679011,0.10984690090211281
Amen Ra Films,2,0.04988679400796258,0.5617283950617283,0.10977541068067924
Horseshoe Bay Productions,2,0.04968445171740489,0.5617283950617283,0.10975908521371147
Mosaic Media Group,2,0.03309231078547646,0.5679012345679011,0.10958248358544552
Touchwood Pacific Partners 1,2,0.029096851669048965,0.5679012345679012,0.10926012024930622
Orion Pictures Corporation,2,0.013473225129986824,0.574074074074074,0.10916166071227068
IAC Film,2,0.012875002333306155,0.574074074074074,0.10911339464550011
Brad Grey Pictures,2,0.04058295286140897,0.5617283950617283,0.1090247542020328
Wayans Bros. Entertainment,2,0.04058295286140897,0.5617283950617283,0.1090247542020328
Eclipse Catering,2,0.023292153401060823,0.5679012345679012,0.10879178310846122
Le Tax Shelter du Gouvernement Fédéral de Belgique,2,0.03216612836252219,0.5617283950617283,0.10834566437878708
Sony Pictures,2,0.014954650867669962,0.5679012345679011,0.10811909317385937
Sean Daniel Company,2,0.07870148360256178,0.537037037037037,0.1074518795075501
Burn Later Productions,2,0.020385656360639923,0.5617283950617283,0.10739518731340839
Smart Entertainment,2,0.09096719625330318,0.5308641975308641,0.1072794144043967
Delphi V Productions,2,0.01742456813714539,0.5617283950617283,0.10715627953071981
UGC PH,2,0.03176262044307049,0.5555555555555555,0.10715101581929436
Toho-Towa,2,0.03176262044307049,0.5555555555555555,0.10715101581929436
Marubeni,2,0.03176262044307049,0.5555555555555555,0.10715101581929436
Oriental Light and Magic,2,0.016913165913130912,0.5555555555555555,0.10595292579693903
August Entertainment,2,0.01513476365215255,0.5555555555555555,0.10580943998738851
NeoReel,2,0.04186668899585246,0.5432098765432097,0.1056420514638053
Isle of Man Film Commission,2,0.010017975560848647,0.5555555555555554,0.10539660510875119
American Entertainment Partners L.P.,2,0.03839833252978018,0.5432098765432097,0.10536221604846431
Buffalo Gal Pictures,2,0.00777966742987913,0.5555555555555554,0.1052160129776891
Carthago Films S.a.r.l.,2,0.0218892959387843,0.5493827160493826,0.1051923194800701
Penta Pictures,2,0.021456282705928868,0.5493827160493826,0.10515738292177525
Film Afrika Worldwide,2,0.030872120807254235,0.5432098765432097,0.10475498302500802
Linson Entertainment,2,0.029618803813689955,0.5432098765432097,0.10465386236890512
Vision International,2,0.015212576496846097,0.5493827160493826,0.10465362555502902
platinum studios,2,0.041291127379940076,0.5370370370370369,0.10443352119460915
Samuel Goldwyn Company,2,0.011750371395151653,0.5493827160493826,0.10437428644669179
Golan-Globus,2,0.02472860490195996,0.5432098765432097,0.10425930925507432
Georgetown Productions Inc.,2,0.036971907021754936,0.537037037037037,0.10408503601590703
Pikachu Project,2,0.02162981941383548,0.5432098765432097,0.10400929172296525
Walt Disney Television Animation,2,0.03370719483281494,0.5370370370370369,0.10382163111496975
Walt Disney Animation Australia,2,0.03370719483281494,0.5370370370370369,0.10382163111496975
Spectacle Entertainment Group,2,0.030713548241836672,0.5370370370370369,0.10358009644419261
Pacific Film and Television Commission,2,0.02909829464614835,0.537037037037037,0.10344977386482342
Mayhem Pictures,2,0.028497039682872833,0.5370370370370369,0.10340126315549467
Unique Features,2,0.054623598709969426,0.5246913580246911,0.10318503220862041
Dylan Sellers Productions,2,0.032775747022978106,0.5308641975308641,0.10258438708412164
Epic Productions,2,0.01683537917779381,0.5370370370370369,0.10246037208996357
Colorado Film Production,2,0.015334930163006702,0.537037037037037,0.10233931222274459
Fox Atomic,2,0.04062323611715214,0.5246913580246911,0.10205544898399813
Cube Vision,2,0.0184735985634089,0.5308641975308641,0.10143045504351328
DiNovi Pictures,2,0.032214502037515,0.5246913580246911,0.10137701191540814
Prana Animation Studios,2,0.02478569562075702,0.5246913580246912,0.10077763778836656
Wanda Pictures,1,1.024659009542051,0.765432098765432,0.10051192435176347
TENCENT PICTURES,1,1.024659009542051,0.765432098765432,0.10051192435176347
Paramount Animation,2,0.033227534623739424,0.5185185185185185,0.10029665328102291
Universal City Studios,2,0.01573097602838715,0.5246913580246912,0.10004708104118294
Radar Pictures,2,0.038948108545270005,0.5123456790123455,0.09959611050400015
City Light Films,2,0.04511816374107615,0.5061728395061728,0.09893183296681231
Rich Animation Studios,2,0.018061246534618262,0.5123456790123455,0.09791090779686906
Sahara Productions,2,0.03178027558989688,0.5061728395061728,0.09785569978757665
Summer Knowledge LLC,2,0.03209637634647431,0.4999999999999999,0.09671911100213239
Lorimar Motion Pictures,2,0.02840203817852134,0.4999999999999999,0.09642104283475919
Protagonist Pictures,2,0.02498961491644383,0.4999999999999999,0.09614572024603343
Trans Atlantic Entertainment,2,0.020555238371357386,0.4999999999999999,0.09578794398675584
Gladden Entertainment,2,0.012055636768805472,0.4999999999999999,0.09510217550593515
Type A Films,2,0.02523523781686428,0.49382716049382713,0.0950034451361462
Cinerenta Medienbeteiligungs KG,2,0.020728104939115314,0.49382716049382713,0.09463979871941262
Magnet Media Group,2,0.03496077988243869,0.48765432098765427,0.09462603290668366
Magnet Media Productions,2,0.03496077988243869,0.48765432098765427,0.09462603290668366
Double Negative,1,0.793837353595178,0.7901234567901233,0.09431783701297436
Imprint Entertainment,2,0.11169247616005142,0.4506172839506172,0.09384437697614152
Kinberg Genre,1,0.6539878007199957,0.839506172839506,0.09343728924444432
ETIC Films,2,0.019025656536651794,0.48765432098765427,0.09334034848998704
Marvel Knights,2,0.03090340155689605,0.4814814814814813,0.09313658121703618
Planet Productions,2,0.026524919922081606,0.4814814814814813,0.09278331469474335
Aperture Entertainment,2,0.03740136241963914,0.46913580246913567,0.09133666734321544
Crest Animation Productions,2,0.015695958159526537,0.47530864197530853,0.09074751522275322
The Cannon Group,2,0.028672048958482802,0.46913580246913567,0.09063236515226715
Adam Fields Productions,2,0.025291728020463162,0.46913580246913567,0.09035963265693983
Artemple - Hollywood,1,0.5388995573266534,0.8518518518518516,0.0903517814824137
120dB Films,2,0.019521535877949355,0.4629629629629629,0.08873198699254886
Dragonfly Entertainment,2,0.03527554209934251,0.4506172839506172,0.08767887331723423
Alfran Productions,1,0.14311045135745784,0.987654320987654,0.08752965189876306
Atman Entertainment,1,0.22234481125939612,0.9382716049382716,0.08624254723088957
Linson Films,1,0.22234481125939612,0.9382716049382716,0.08624254723088957
Taurus Film,1,0.22234481125939612,0.9382716049382716,0.08624254723088957
Lionsgate Premiere,2,0.04081150024271606,0.43827160493827155,0.08580134272980078
Twentieth Century Fox,2,0.06078441989671376,0.42592592592592593,0.08508862122704666
Benaroya Pictures,2,0.03400860646545785,0.4320987654320987,0.08409037619176
Casey Silver Productions,2,0.03403860959725775,0.42592592592592593,0.08293070435575829
Freestyle Releasing,2,0.013291258581196824,0.4320987654320986,0.08241885029565704
Melampo Cinematografica,1,0.1371425696117044,0.9135802469135801,0.08113534296305153
NEST Family Entertainment,2,0.0040337980954275815,0.42592592592592593,0.08050984335978599
Blake Edwards,2,0.015337652498571766,0.40740740740740733,0.07793558807640243
The Turman-Morrissey Company,1,0.06320851698625646,0.9012345679012344,0.07746124772125126
Quad Productions,1,0.05600147474000182,0.9012345679012344,0.07720351757278414
Ten Films,1,0.05600147474000182,0.9012345679012344,0.07720351757278414
Rai Tre Radiotelevisione Italiana,1,0.04935259135327879,0.9012345679012344,0.07696574767441965
B.H. Finance C.V.,1,0.0722527388767127,0.8888888888888888,0.07675452831544581
Bulletproof Cupid,1,0.18552018189546174,0.839506172839506,0.0766844765334559
Road Rebel,2,0.023650164896599674,0.3950617283950617,0.07628207662329627
FortyFour Studios,1,0.05600651210517145,0.8888888888888888,0.0761735490045453
Patalex III Productions Limited,1,0.09923307560010113,0.8641975308641974,0.07565907139015011
Show East,1,0.03695884189979114,0.8888888888888888,0.07549238762068682
Egg Films,1,0.03695884189979114,0.8888888888888888,0.07549238762068682
Roy Export Company Establishment,1,0.032171740133533556,0.8888888888888888,0.07532119666512026
Grass Root Film Company,1,0.0030190805854007356,0.9012345679012344,0.07530882071309734
Lyca Productions,1,0.0030190805854007356,0.9012345679012344,0.07530882071309734
Wunderbar Films,1,0.0030190805854007356,0.9012345679012344,0.07530882071309734
Creado Film,1,0.03140865763840398,0.8888888888888888,0.07529390816617125
Hawk Films,1,0.059572103295882944,0.8765432098765431,0.07527090896231292
Super Cool ManChu,1,0.08794173280056415,0.8641975308641974,0.07525528307357267
Fünfte Babelsberg Film,1,0.07037033434590524,0.8641975308641974,0.07462691446162958
Kartemquin Films,1,0.032989526952281356,0.8765432098765431,0.07432029272980292
3ality Digital Entertainment,1,0.0031350583467180918,0.8888888888888888,0.07428281947067583
National Geographic Entertainment,1,0.0031350583467180918,0.8888888888888888,0.07428281947067583
Wide Angle Creations,1,0.0019813694354669066,0.8888888888888888,0.07424156254387812
Rajkumar Theatres,1,0.0019813694354669066,0.8888888888888888,0.07424156254387812
Aamir Khan Productions,1,0.030606418071105777,0.8765432098765431,0.07423507066716303
First National Pictures,1,0.028435345014223096,0.8765432098765431,0.07415743119147186
EMJAG Productions,1,0.05703019382757686,0.8641975308641974,0.07414985934263846
Filmtribe,1,0.04567855582089547,0.8641975308641974,0.07374391481659834
Government of West Bengal,1,0.013578261330331031,0.8765432098765431,0.07362612885511774
Ashton Productions,1,0.04123467721068774,0.8641975308641974,0.07358499782196384
Noel Gay Motion Picture Company,1,0.06735572716357498,0.8518518518518516,0.07348896075733168
Figment Films,1,0.06735572716357498,0.8518518518518516,0.07348896075733168
Euro Film Funding,1,0.06716459274942617,0.8518518518518516,0.07348212562313203
Hemdale Film,1,0.06716459274942617,0.8518518518518516,0.07348212562313203
Cinema 84,1,0.06716459274942617,0.8518518518518516,0.07348212562313203
Horizon Pictures,1,0.06339625022157272,0.8518518518518516,0.07334736639098192
EOS Entertainment,1,0.02677751924254348,0.8641975308641974,0.07306799717978239
Degeto Film,1,0.02677751924254348,0.8641975308641974,0.07306799717978239
Into the Wild,1,0.05369208127518209,0.8518518518518516,0.0730003368027201
Monarchy Enterprises S.a.r.l.,1,0.08181251960072905,0.839506172839506,0.07297579961897137
Hong Kong Alpha Motion Pictures Co.,1,0.08181251960072905,0.839506172839506,0.07297579961897137
M Productions,1,0.08181251960072905,0.839506172839506,0.07297579961897137
CatchPlay,1,0.08181251960072905,0.839506172839506,0.07297579961897137
Act III,1,0.05293810920482716,0.8518518518518516,0.07297337410054729
The Body,1,0.05293810920482716,0.8518518518518516,0.07297337410054729
Viacom 18 Motion Pictures,1,0.0151159596936427,0.8641975308641974,0.07265096958771322
Indo-British,1,0.04310984422788935,0.8518518518518516,0.07262190672944971
National Film Development Corporation of India,1,0.04310984422788935,0.8518518518518516,0.07262190672944971
Carolina Bank,1,0.04310984422788935,0.8518518518518516,0.07262190672944971
Hoya Productions,1,0.042252900336972925,0.8518518518518516,0.07259126166470782
Igor Film,1,0.039414214517104355,0.8518518518518516,0.07248974777137851
Casbah Film,1,0.039414214517104355,0.8518518518518516,0.07248974777137851
Selznick International Pictures,1,0.029905674275418192,0.8518518518518516,0.07214971403708634
London Film Productions,1,0.029637882790754338,0.8518518518518516,0.07214013757884696
British Lion Film Corporation,1,0.029637882790754338,0.8518518518518516,0.07214013757884696
Fono Roma,1,0.02740528912759819,0.8518518518518516,0.07206029807234608
Les Films Corona,1,0.02740528912759819,0.8518518518518516,0.07206029807234608
Corona-General,1,0.05464905881374834,0.839506172839506,0.07200441044955898
Detour Film Production,1,0.024538091890494464,0.8518518518518516,0.07195776458574313
Buttercup Films Ltd.,1,0.05274912272040167,0.839506172839506,0.07193646706936431
The Princess Bride Ltd.,1,0.05274912272040167,0.839506172839506,0.07193646706936431
Zeta Film,1,0.02074068094580176,0.8518518518518516,0.0718219658415253
Tobis Filmkunst,1,0.019049814653856113,0.8518518518518516,0.07176149898070071
Cinematograph AB,1,0.019049814653856113,0.8518518518518516,0.07176149898070071
Fox Film Corporation,1,0.014793167979320945,0.8518518518518516,0.0716092775642146
Liberty Pictures,1,0.043437488801261866,0.839506172839506,0.0716034748777758
Indusfilms,1,0.014171737446010465,0.8518518518518516,0.07158705466359329
Prima Films,1,0.014171737446010465,0.8518518518518516,0.07158705466359329
Monkeypaw Productions,1,0.12843887987296068,0.802469135802469,0.07155275300878385
Majestic Films International,1,0.04057060139518793,0.839506172839506,0.07150095247100206
Banques Populaire Image 7,1,0.038606885365923646,0.839506172839506,0.07143072826438908
Pathé Consortium Cinéma,1,0.03851483073760262,0.839506172839506,0.07142743631018462
Riama Film,1,0.03851483073760262,0.839506172839506,0.07142743631018462
PF Pictures,1,0.007670451991880367,0.8518518518518516,0.07135456299668363
Naked City Films,1,0.007670451991880367,0.8518518518518516,0.07135456299668363
PECF,1,0.03516364610074899,0.839506172839506,0.07130759500990005
Asymmetrical Productions,1,0.06330212773222145,0.8271604938271604,0.07128370307058811
The Picture Factory,1,0.06330212773222145,0.8271604938271604,0.07128370307058811
Babbo Inc.,1,0.06330212773222145,0.8271604938271604,0.07128370307058811
Rossen Films,1,0.03249126643767624,0.839506172839506,0.07121202837052283
Trimark Pictures,2,0.004003895919805928,0.3765432098765431,0.07121069028789956
Red Giant Movies,1,0.003606311343019134,0.8518518518518516,0.0712092257644277
Sedic,1,0.028458192441734,0.839506172839506,0.07106780210900851
Asahi Shimbun,1,0.028458192441734,0.839506172839506,0.07106780210900851
Amuse Soft Entertainment,1,0.028458192441734,0.839506172839506,0.07106780210900851
Goëss Film,1,0.027745556704498756,0.839506172839506,0.07104231763034376
Fondazione Montecinemaverita,1,0.027745556704498756,0.839506172839506,0.07104231763034376
13 Productions,1,0.027745556704498756,0.839506172839506,0.07104231763034376
Magyar Mozgókép Alapítvány,1,0.027745556704498756,0.839506172839506,0.07104231763034376
Razor Film Produktion,1,0.026583909661403914,0.839506172839506,0.07100077611377517
PBS,1,0.026435598073068226,0.839506172839506,0.07099547236136537
Darlow Smithson Productions,1,0.026435598073068226,0.839506172839506,0.07099547236136537
Gkids,1,0.026338231061023048,0.839506172839506,0.07099199043166207
KDDI Corporation,1,0.026338231061023048,0.839506172839506,0.07099199043166207
Mitsubishi Shoji,1,0.026338231061023048,0.839506172839506,0.07099199043166207
Campanile Productions,1,0.02337403234286434,0.839506172839506,0.07088598808706445
Newman-Foreman Productions,1,0.02337403234286434,0.839506172839506,0.07088598808706445
Road Movies Filmproduktion GmbH,1,0.022130335776837217,0.839506172839506,0.07084151240763066
Toei Animation,1,0.02168102508369041,0.839506172839506,0.07082544466337498
Movic,1,0.02168102508369041,0.839506172839506,0.07082544466337498
SEGA,1,0.02168102508369041,0.839506172839506,0.07082544466337498
Project Eva,1,0.02168102508369041,0.839506172839506,0.07082544466337498
Star Child Recording,1,0.02168102508369041,0.839506172839506,0.07082544466337498
Gainax,1,0.02168102508369041,0.839506172839506,0.07082544466337498
Luminant Media,1,0.021286401307924193,0.839506172839506,0.07081133257122377
FilmBuff,1,0.021286401307924193,0.839506172839506,0.07081133257122377
Unjustus Films,1,0.021286401307924193,0.839506172839506,0.07081133257122377
Social Capital,2,0.013003542176319854,0.37037037037037024,0.07077471102324046
Videofilms,1,0.017125676927711053,0.839506172839506,0.07066254142006874
Riofilm,1,0.017125676927711053,0.839506172839506,0.07066254142006874
MACT Productions,1,0.017125676927711053,0.839506172839506,0.07066254142006874
Goskino Productions,1,0.04495173748124069,0.8271604938271604,0.07062747702913917
Traction Media,1,0.04298659065924336,0.8271604938271604,0.07055720165612381
District 9,1,0.04034601219231752,0.8271604938271604,0.07046277225539793
New Zealand Post Digital and Visual Effects Grant,1,0.04034601219231752,0.8271604938271604,0.07046277225539793
Studio 37,1,0.039827699691964605,0.8271604938271604,0.07044423694602914
Jouror Productions,1,0.039827699691964605,0.8271604938271604,0.07044423694602914
JD Prod,1,0.039827699691964605,0.8271604938271604,0.07044423694602914
La Classe Américaine,1,0.039827699691964605,0.8271604938271604,0.07044423694602914
Venture Forth,1,0.03934830405770104,0.8271604938271604,0.07042709333790648
Motion Picture Associates,1,0.03880453319419298,0.8271604938271604,0.07040764761515429
Bryna Productions,1,0.03867689673491219,0.8271604938271604,0.07040308322348345
Sixteen Films,1,0.06467181760869725,0.8148148148148147,0.07030253567241698
BFI,1,0.06467181760869725,0.8148148148148147,0.07030253567241698
McCann-Erickson,1,0.03477800394359897,0.8271604938271604,0.07026365539947078
Mobra Films,1,0.03477800394359897,0.8271604938271604,0.07026365539947078
